id,keyword,location,text,target
333,apocalypse,USA,ancient viking runestones warning ragnarok apocalypse predicts extreme climate change,1
334,apocalypse,,“it also made think life basically like calm foreground inferno horizon people w…,0
335,apocalypse,at home,really nice night outside moment expect four rider apocalypse arrive :partying_face:,0
336,apocalypse,"Lat Krabang, Bangkok",apocalypse,0
337,apocalypse,,…,0
338,apocalypse,Sword Fight On The Heights,yea let honest kid value pretty much game see roblox theyll play whatever f…,0
339,apocalypse,Liverpool Birmingham Newcastle,veganuary :hamburger: tried one v burger today pick falafel burger lettuce pickled sla…,0
340,apocalypse,,francis ford coppola dennis hopper set apocalypse,0
341,apocalypse,Melbourne,lately ive thinking miriam rose ungunmerr baumann gerard manley hopkins tell…,0
342,apocalypse,UK,common sense twitter first sign apocalypse :face_with_tears_of_joy: look great,1
343,apocalypse,France,image bibliques – apocalypse lechrist leseigneur autorité jésuschrist dieu larédemption…,0
344,apocalypse,"Margate, England",jam setting son carter usm something jimmy page outrider nirvana nevermind gun n rose appetite…,0
345,apocalypse,"Liège, Belgium",pandémieapocalypse soupir,0
346,apocalypse,w domu u keanu,chodzi ci apocalypse,0
347,apocalypse,"England, Britain, Albaria",prophesied jesus prophesies say sign time apocalypse like am… •th…,0
348,apocalypse,"Brisbane, Australia",apocalypse chic,0
349,apocalypse,"Cambridge, England",join chum month improvised apocalypse movie would like see world e…,0
350,apocalypse,The Heart of America,important notice global warming apocalypse scheduled postponed meme politics,1
351,apocalypse,Hell,texsch literally caused apocalypse thats invalid,0
352,apocalypse,,marcelito pomoy :fire::fire: nakaka proud,0
353,apocalypse,,inbefore xenobota cause apocalypse,0
354,apocalypse,Illinois,going place zombie apocalypse happens,1
355,apocalypse,"Antwerpen, België",damn finally dreamt real apocalypse wasn’t short dream half dream came rea…,0
356,apocalypse,,★★★★★ “this thrilling amusing read” british fantasy society game changer apocalypse author mark kirkb…,0
357,apocalypse,Themyscira,survived london rush hour tube ride basically like surviving zombie apocalypse what…,1
358,apocalypse,,:thumbs_up: gta zombie apocalypse mod survival gta mod,0
359,apocalypse,,:thumbs_up: gta zombie apocalypse mod beginning end gta mod,0
360,apocalypse,,:thumbs_up: wear zombie apocalypse zombie survival guide,0
361,apocalypse,"vld, mdzs, bnha, hq!!",day postapocalyptic lance really want share everything best buddy apocalypse mean hard time…,1
362,apocalypse,Cape Town | Leribe,remember said created god image think u creating often biblical apocalypse,0
363,apocalypse,,apocalypse :skull::skull::skull: deathknight worldofwarcraft,0
364,apocalypse,,greta thunberg please phjotos dont want fjamous want save small windmill town frjom climjate apo…,0
365,armageddon,"Aberdeen, Scotland",it’s armageddon wheelie bin,0
366,armageddon,#1 gerard way stan,arm armageddon part freezing,0
367,armageddon,Currently Devon England,disgusted word good reason separation church state pro…,0
368,armageddon,Africa,new music dj joenel feat ajebo hustler dr barz amp dan dizzy – armageddon,0
369,armageddon,,new music dj joenel feat ajebo hustler dr barz amp dan dizzy – armageddon,0
370,armageddon,USA,white saw trump riding golden horse alongside jesus armageddon dont claim expert jesus t…,0
371,armageddon,Alaska,pitch black mallacoota people fled australianfires seeking shelter beac…,0
372,armageddon,"Tennessee, USA",kind insanity there separation church amp state word level craziness proves…,0
373,armageddon,USA,pitch black mallacoota people fled australianfires seeking shelter b…,0
374,armageddon,,saw trump riding golden horse alongside jesus armageddon snorting looking attention shes an…,0
375,armageddon,"Mississippi, USA",can’t true jesus usually ride harley armageddon picknicks,0
376,armageddon,,getter robo armageddon,0
377,armageddon,,white saw trump riding golden horse alongside jesus armageddon business standard news,0
378,armageddon,無断転載及び加工、自作発言、SNS使用等❌！保存一言ください,↑♡↑ thanks,0
379,armageddon,Indonesia/Japan,grew ryouma love much also love armageddon ryouma new getter ryouma…,0
380,armageddon,"Rockford, IL",ever thought making another spawn game like spawn armageddon back day,0
381,armageddon,"Enfield, London",glad going make domestic flight cheaper everyone increasing amount air s…,0
382,armageddon,,say well see armageddon soon certainly hope sure could use vacation stupid shit,0
383,armageddon,Africa,dj joenel – armageddon ft ajebo hustler dr barz amp dan dizzy,0
384,armageddon,MidWest US,chose one bush cheneys puppet trump pences putin pompeos they…,0
385,armageddon,EU,white saw trump riding golden horse alongside jesus armageddon,0
386,armageddon,grantabridge,hold wealth power privilege due defective money system humani…,0
387,armageddon,,white saw trump riding golden horse alongside jesus armageddon,0
388,armageddon,"Florida, USA",reason jesus would riding along side trump would show gate hell w…,0
389,armageddon,"Las Vegas, NV",sound strikingly similar worm armageddon cd,0
390,armageddon,"Michigan, USA",chick clearly need glass saw golden horse’s as walking jesus armageddon,0
391,army,India,story caught eye davinder singh saga get curiouser curiouser ‘deep state’ much answ…,0
392,army,,name bts song top head separately :warning_selector: don’t forget reply using boywithl…,0
393,army,,army privilege able call album sold copy flop think thats beautiful,0
394,army,"Genève, Suisse",army second batch donation already given philippine red cross ha…,0
395,army,India,today pak army soldier b thanking indian armyif indian army carry deadly strike neelum valle…,1
396,army,Bighit Entertainment,cant even imagine chaos army twitter bts member announced suddenly he getting married,0
397,army,Australia,army im tired :clown_face: also army waiting kst get something later sure :face_with_monocle: btsarmy b…,0
398,army,,:police_car_light: army challenge :police_car_light: :locked_with_key: retweets :locked_with_key: reply vote btsarmy bestfanarmy iheartaward…,0
399,army,ot⁷ | +63,weverse official bts suga :down-right_arrow: bts cinema interview amp gallery perfect man actor suga,0
400,army,,weverse official special gift army bts jimin,0
401,army,"Kerala, India",jama masjid pak judge rebuke cop bhim army case ndtvnewsbeeps bhimarmy,1
402,army,Delawhere,people army kill people everyday get sent home jail time,0
403,army,gguk's pocket ♡,get army card premium,0
404,army,,reply minute army you’re :fire: boywithluv bestmusicvideo iheartawards,0
405,army,,max talk fan amp jungkook singing song mention army sending flower http…,0
406,army,USA,weverse official bts v :down-right_arrow: bts cinema movie poster neonoir filled unexpected plot twist shocki…,0
407,army,日本 愛知,:glowing_star: iheartradio music awards:glowing_star: :purple_heart: ★best fan army★ btsarmy bestfanarmy iheartawards…,0
408,army,Sa SINGIT ng BANGTAN 💜🇵🇭,taehyung army zip photo drop later tangenaaaaa ughhhh,0
409,army,TEL AVIV ISRAEL,forced develop locally made missile fired apache helicopter obama halted sale israel israel’s…,1
410,army,"exo planet , bts world",remember army used google translate ask “are excited go korea” messed said “are horn…,0
411,army,Australia,jhopes chicken noodle soup feat becky g mv passed million view iheartsawards bestfanarmy…,0
412,army,,army zip drop connect bts run damn,0
413,army,,new brother suga,0
414,army,,y’all remember army room full bts universe theory,0
415,army,,want remind still think army made saying jungkook meet…,0
416,army,,v weverse army everyone please help philippine army :folded_hands: :Philippines: v heart ache nowadays hope nobody be…,0
417,army,보라해,i’m one wrote post weverse i’m glad many army able see awareness wh…,0
418,army,New York City & a Vegetarian,army id two paratrooper killed roadside bomb afghanistan,1
419,army,,:light_bulb:what shazam :light_bulb:why important youre ph army feel free dm u question ❝ teamw…,0
420,army,"Sarni, India",avalanche hit army amp bsf post jawan rescued jawan still missing bad weather hamper rescue operation,1
421,army,방탄소년단,weverse official special gift army bts suga,0
422,army,20 • s/h • ao3: thspeach 🔞,taehyung’s army zip photo one hour dunno i’ll survive,0
423,army,"San Antonio, TX",groom philippine danced medley song friend wedding new br…,0
424,army,,remember yoongi replied army english :pleading_face::pleading_face: read tiny english voice i’m devastate…,0
425,army,,army year bighit acquire,0
426,army,,army detective found bighit created website connectbts yet confimed link webs…,0
427,army,,indonesia army huge please vote boywithluv bestmusicvideo iheartawards …,0
428,army,,groom philippine decided give wife who’s armykpop fan medly bts song honestly this…,0
429,army,,preorder untuk map soul oleh army china :China: telah mencapai copy :face_with_open_mouth:gileee gileee bestfanarmy btsarmy …,0
430,army,vmin's world,taehyungs army zip photo come today absolutely shitting :loudly_crying_face:,0
431,army,UK,nw still funniest sht ever,0
432,army,NO LISTS!,wasn’t abbott’s green army vision,0
433,army,,weverse official special gift army bts v,0
434,army,"lagos, nigeria",tell u also give military name can…,0
435,army,In Thala Ajith's Heart💚,one man army thala ajith :fire:,0
436,army,Beautiful downtown Burbank,two gender emasculated literally army,0
437,army,,cosmopolitan philippine wrote article taehyung sending prayer affected in…,0
438,army,,i’ve decided tonight i’ll love forever i’ll army forever,0
439,army,,preorders map soul china army :China: reached copy via 咖泰亨 baidu tieba be…,0
440,army,,vicious nasty vindictive abusive digital army launched twitter attack satyanadella yet mi…,0
